ticker,company name,short name,industry,description,website,logo,ceo,exchange,market cap,sector,tag 1,tag 2,tag 3
NXRT,NexPoint Residential Trust Inc.,NexPoint Residential Trust,REITs,NexPoint Residential Trust Inc focuses on acquiring multifamily properties in markets with attractive job growth and household formation fundamentals primarily in the Southeastern and Southwestern United States.,http://www.nexpointliving.com,,James D. Dondero,New York Stock Exchange,882646291,Real Estate,Real Estate,REIT - Residential,REITs
NXST,Nexstar Media Group Inc.,Nexstar Media,Entertainment,Nexstar Media Group Inc is a television broadcasting company serving the entertainment industry in the United States. The company is primarily involved in the operations of television stations.,http://www.nexstar.tv,NXST.png,Perry A. Sook,Nasdaq Global Select,3901590000,Consumer Cyclical,Consumer Cyclical,Broadcasting - TV,Entertainment
NXTD,NXT-ID Inc.,NXT-ID,Consulting & Outsourcing,"Nxt-ID Inc provides products, solutions, and services that have a need for biometric secure access control. Its lines of business include mobile commerce, law enforcement and biometric access control applications and law enforcement.",http://www.nxt-id.com,NXTD.png,Gino Miguel Pereira,NASDAQ Capital Market,31109112,Industrials,Industrials,Security & Protection Services,Consulting & Outsourcing
NXTM,NxStage Medical Inc.,NxStage Medical,Medical Instruments & Equipment,NxStage Medical Inc is associated to the healthcare industry. It develops medical products for patients suffering from kidney failure.,http://www.nxstage.com,NXTM.png,Jeffrey H. Burbank,Nasdaq Global Select,1952861205,Healthcare,Healthcare,Medical Instruments & Supplies,Medical Instruments & Equipment
NYCB,New York Community Bancorp Inc.,New York Community Bancorp,Banks,New York Community Bancorp Inc has over $45 billion of total assets and operations spread across various locations across five states. It operates most of its business operations from the New York metropolitan area.,https://www.mynycb.com,,Joseph R. Ficalora,New York Stock Exchange,5599570342,Financial Services,Financial Services,Savings & Cooperative Banks,Banks
NYF,iShares New York Muni Bond,iShares New York Muni Bond,,"The investment seeks to track the investment results of the S&P New York AMT-Free Municipal Bond IndexTM.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index measures the performance of the investment-grade segment of the New York municipal bond market. The fund is non-diversified.",http://www.ishares.com,NYF.png,,NYSE Arca,337881000,,,,
NYMT,New York Mortgage Trust Inc.,New York Mortgage Trust,REITs,"New York Mortgage Trust Inc is a real estate investment trust. The Company is engaged in acquiring, investing in, financing and managing mortgage-related assets and, to a lesser extent, financial assets.",http://www.nymtrust.com,,Steven R. Mumma,Nasdaq Global Select,982790955,Real Estate,Real Estate,REIT - Residential,REITs
NYMX,Nymox Pharmaceutical Corporation,Nymox Pharmaceutical,Biotechnology,"Nymox Pharmaceutical Corp, along with its subsidiaries, is a biopharmaceutical corporation, engaged in research and development of drugs and diagnostic products for aging population. Its product portfolio consists of Nic alert and Tobac alert.",http://www.nymox.com,NYMX.png,Paul Averback,NASDAQ Capital Market,136358031,Healthcare,Healthcare,Biotechnology,
NYNY,Empire Resorts Inc.,Empire Resorts,Travel & Leisure,Empire Resorts Inc is a casino operating company. It owns the Monticello casino and raceway in New York.,http://www.empireresorts.com,NYNY.png,Ryan Eller,NASDAQ Global Market,409398675,Consumer Cyclical,Consumer Cyclical,Resorts & Casinos,Travel & Leisure
NYT,New York Times Company (The),New York Times Company (The),Publishing,"New York Times Co is a publishing service provider. Its activities include creating, collecting and distributing news and information digitally and through newspapers.",http://www.nytco.com,NYT.png,Mark Thompson,New York Stock Exchange,4470147846,Consumer Cyclical,Consumer Cyclical,Publishing,
NYV,Nuveen New York Municipal Value Fund 2 of Beneficial Interest,Nuveen New York Municipal Value Fund 2 of Beneficial Interest,Asset Management,Nuveen NY Municipal Value Fund 2 is a diversified closed-end management investment company which seeks to provide current income exempt from both regular federal and New York state income taxes.,http://www.nuveen.com,NYV.png,,New York Stock Exchange,32965056,Financial Services,Financial Services,Asset Management,
NZF,Nuveen Municipal Credit Income Fund,Nuveen Municipal Credit Income Fund,Asset Management,"Nuveen Municipal Credit Income Fund is a diversified, closed-end management investment company. Its investment objective is to provide current income by investing in a portfolio of municipal obligations issued by state and local government authorities.",http://www.nuveen.com,NZF.png,Cedric H. Antosiewicz,New York Stock Exchange,2001843386,Financial Services,Financial Services,Asset Management,
O,Realty Income Corporation,Realty Income,REITs,"Realty Income Corp owns, manages and leases over 5,000 properties across U.S and Puerto Rico. It operates a diversified portfolio of properties that includes commercial, manufacturing and distribution facilities.",http://www.realtyincome.com,O.png,Sumit Roy,New York Stock Exchange,20203666553,Real Estate,Real Estate,REIT - Retail,REITs
OAK,Oaktree Capital Group LLC Class A Units Representing Limited Liability Company Interests,Oaktree Capital LLC Units Representing Limited Liability Company Interests,Asset Management,"Oaktree Capital Group LLC is an investment management company. It invests in distressed debt, corporate debt, control investing, convertible securities, real estate and listed equities.",http://www.oaktreecapital.com,OAK.png,Jay S. Wintrob,New York Stock Exchange,6432378534,Financial Services,Financial Services,Asset Management,
OAS,Oasis Petroleum Inc.,Oasis Petroleum,Oil & Gas - E&P,Oasis Petroleum Inc is an independent oil and gas producer in the United States. The company operates exclusively in the Williston Basin.,http://www.oasispetroleum.com,OAS.png,Thomas Nusz,New York Stock Exchange,1920157545,Energy,Energy,Oil & Gas E&P,Oil & Gas - E&P
OASM,Oasmia Pharmaceutical AB,Oasmia Pharmaceutical AB,Drug Manufacturers,Oasmia Pharmaceutical AB is a pharmaceutical company. It develops a new generation of drugs within human and veterinary oncology. It has two approved products: Paclical and Paccal Vet-CA1.,http://www.oasmia.com,OASM.png,Mikael Asp,NASDAQ Capital Market,177797539,Healthcare,Healthcare,Drug Manufacturers - Major,Drug Manufacturers
OBAS,Optibase Ltd.,Optibase,Real Estate Services,Optibase Ltd purchases and operates real estate properties. It currently holds properties in Switzerland and Miami Florida.,http://www.optibase-holdings.com,,Amir Philips,NASDAQ Global Market,52243528,Real Estate,Real Estate,Real Estate Services,
OBCI,Ocean Bio-Chem Inc.,Ocean Bio-Chem,Consumer Packaged Goods,"Ocean Bio-Chem Inc is engaged in the manufacturing, marketing & distribution of appearance, performance and maintenance products for the marine, automotive, power sports, recreational vehicle and outdoor power equipment markets.",http://www.oceanbiochem.com,OBCI.png,Peter G. Dornau,NASDAQ Capital Market,35485126,Consumer Defensive,Consumer Defensive,Household & Personal Products,Consumer Packaged Goods
OBE,Obsidian Energy Ltd.,Obsidian Energy,Oil & Gas - E&P,"Obsidian Energy Ltd is a exploration and production company. It explores, develops and holds interests in oil and natural gas properties and related infrastructure in the Western Canada.",https://www.obsidianenergy.com/,OBE.png,David L. French,New York Stock Exchange,188873758,Energy,Energy,Oil & Gas E&P,Oil & Gas - E&P
OBLN,Obalon Therapeutics Inc.,Obalon Therapeutics,Medical Devices,Obalon Therapeutics Inc is a commercial-stage medical device company focused on developing and commercializing medical devices to treat obese and overweight people by facilitating weight loss.,http://www.obalon.com,OBLN.png,Kelly Huang,NASDAQ Global Market,41563925,Healthcare,Healthcare,Medical Devices,
OBNK,Origin Bancorp Inc.,Origin Bancorp,Banks,"Origin Bancorp Inc operates as a bank holding company. The company, through its subsidiaries, offers banking products and services such as savings accounts, debit and credit cards, business and personal loans, mortgages, cash management, line of credit.",http://www.origin.bank,OBNK.png,Drake Mills,Nasdaq Global Select,833158119,Financial Services,Financial Services,Banks - Regional - US,Banks
OBSV,ObsEva SA,ObsEva SA,Biotechnology,ObsEva SA is a clinical stage biopharmaceutical company. It is engaged in the development and commercialization of novel therapeutics for serious conditions that comprise a woman's reproductive health and pregnancy.,http://www.obseva.com,,Ernest Loumaye,Nasdaq Global Select,564965994,Healthcare,Healthcare,Biotechnology,
OC,Owens Corning Inc New,Owens Corning New,Building Materials,"Owens-Corning Inc manufactures and sells glass fiber products in the US. The company mainly offers Composites, Insulation, and Roofing solutions. Through these businesses it provides glass fiber, insulation service, shingles and roofing accessories.",http://www.owenscorning.com,OC.png,Michael H. Thaman,New York Stock Exchange,5815811179,Basic Materials,Basic Materials,Building Materials,
OCC,Optical Cable Corporation,Optical Cable,Communication Equipment,Optical Cable Corp manufactures tight-buffer fiber optic and copper data communication cables and data communication connectivity solutions for enterprise markets.,http://www.occfiber.com,OCC.png,Neil D. Wilkin,NASDAQ Global Market,27643675,Technology,Technology,Communication Equipment,
OCFC,OceanFirst Financial Corp.,OceanFirst Financial,Banks,OceanFirst Financial Corp operates in the banking services segment. Its key business is the provision of loans and deposit products to customers in the United States.,https://www.oceanfirstonline.com,OCFC.png,Christopher D. Maher,Nasdaq Global Select,1237782031,Financial Services,Financial Services,Savings & Cooperative Banks,Banks
OCN,Ocwen Financial Corporation,Ocwen Financial,Banks,"Ocwen Financial Corp is a financial services holding company. The Company through its subsidiaries provides residential and commercial mortgage loan servicing, special servicing and asset management services.",http://www.ocwen.com,OCN.png,Glen A. Messina,New York Stock Exchange,242381489,Financial Services,Financial Services,Specialty Finance,Banks
