Member_number,Date,itemDescription
1757,15/6/2015,whipped/sour cream
2186,1/7/2015,other vegetables
3752,15/4/2015,root vegetables
3051,29/11/2015,fruit/vegetable juice
3688,23/10/2015,whole milk
4676,15/1/2015,other vegetables
2142,25/6/2015,curd
4939,29/6/2015,whole milk
1806,6/7/2015,root vegetables
1595,5/10/2015,other vegetables
2086,9/3/2015,pastry
4251,3/10/2015,yogurt
2689,30/4/2015,rolls/buns
2560,26/11/2015,fruit/vegetable juice
2393,17/4/2015,salty snack
1669,19/8/2015,vinegar
3500,21/4/2015,whole milk
1213,3/3/2015,dessert
4598,18/11/2015,whole milk
1404,3/5/2015,bottled water
1758,26/2/2015,yogurt
1265,7/3/2015,curd
1006,14/6/2015,chocolate
2779,17/10/2015,white bread
4457,3/9/2015,pasta
2532,6/7/2015,root vegetables
2811,23/2/2015,long life bakery product
4004,10/5/2015,pastry
1737,9/5/2015,instant coffee
3266,25/10/2015,coffee
4981,10/1/2015,brown bread
1934,6/8/2015,curd
2512,19/1/2015,soda
3400,4/3/2015,hard cheese
4301,1/5/2015,soda
2997,30/12/2015,rubbing alcohol
1098,5/8/2015,hard cheese
2208,30/7/2015,curd
3672,28/5/2015,canned beer
3651,24/1/2015,rolls/buns
3957,15/5/2015,processed cheese
2986,11/1/2015,bottled beer
4433,25/5/2015,waffles
3822,27/5/2015,chocolate marshmallow
4588,30/4/2015,soft cheese
2622,17/7/2015,pip fruit
2117,2/5/2015,whipped/sour cream
1780,12/7/2015,yogurt
3819,12/4/2015,packaged fruit/vegetables
1884,11/12/2015,coffee
2595,23/1/2015,dessert
3046,31/3/2015,bottled water
3228,26/1/2015,whipped/sour cream
2251,23/6/2015,napkins
2368,11/11/2015,bottled water
2573,3/1/2015,hard cheese
4701,30/4/2015,pasta
4384,25/5/2015,cream cheese 
1998,18/5/2015,rolls/buns
4583,23/2/2015,frozen dessert
2043,21/4/2015,bottled water
2201,22/5/2015,hygiene articles
3522,23/9/2015,whipped/sour cream
3922,28/8/2015,napkins
2636,11/9/2015,sliced cheese
1092,27/7/2015,Instant food products
2711,13/9/2015,chewing gum
3899,22/4/2015,margarine
4372,30/7/2015,other vegetables
4576,5/8/2015,whole milk
4953,10/10/2015,napkins
4692,27/10/2015,root vegetables
1170,12/11/2015,soda
2625,8/4/2015,yogurt
2394,30/8/2015,domestic eggs
4277,18/2/2015,rolls/buns
3170,17/1/2015,male cosmetics
2229,25/10/2015,shopping bags
2944,1/2/2015,yogurt
2582,6/3/2015,fruit/vegetable juice
1373,10/5/2015,frozen vegetables
1366,25/10/2015,bottled water
3469,10/5/2015,soda
4012,16/5/2015,frozen potato products
2031,26/2/2015,misc. beverages
2459,16/9/2015,onions
4377,23/2/2015,other vegetables
1534,13/8/2015,hygiene articles
2051,23/7/2015,ice cream
3430,26/1/2015,rolls/buns
1567,13/3/2015,bottled beer
2972,21/5/2015,house keeping products
1287,28/8/2015,ice cream
4776,8/8/2015,yogurt
2271,4/8/2015,whole milk
4657,15/8/2015,snack products
2344,14/4/2015,root vegetables
1482,6/7/2015,soda
1278,9/12/2015,butter
4831,13/11/2015,domestic eggs
1819,11/11/2015,pasta
2687,31/7/2015,fruit/vegetable juice
4468,24/3/2015,curd
4760,2/4/2015,root vegetables
2310,24/3/2015,frozen meals
3924,7/2/2015,bottled water
3517,11/12/2015,shopping bags
3164,30/9/2015,hygiene articles
3245,17/5/2015,coffee
2629,6/12/2015,frozen dessert
1347,15/9/2015,bottled water
1216,25/8/2015,bottled water
4636,10/4/2015,photo/film
1197,22/11/2015,packaged fruit/vegetables
1100,12/3/2015,butter milk
2054,15/12/2015,whole milk
3761,26/9/2015,margarine
4947,14/9/2015,soda
1032,15/6/2015,white bread
3353,14/8/2015,waffles
4466,20/8/2015,frozen vegetables
2081,22/1/2015,butter milk
2162,19/6/2015,curd
3719,17/12/2015,brown bread
3153,28/4/2015,pastry
4462,2/4/2015,newspapers
2420,27/9/2015,frozen potato products
3971,17/6/2015,zwieback
1611,26/2/2015,domestic eggs
1225,26/2/2015,whole milk
1554,21/5/2015,detergent
4624,27/11/2015,candy
3337,10/6/2015,chewing gum
2265,25/9/2015,domestic eggs
4999,24/1/2015,yogurt
4102,3/11/2015,rum
3853,4/7/2015,domestic eggs
2265,13/6/2015,whipped/sour cream
2452,11/8/2015,canned beer
2829,19/12/2015,margarine
3926,20/8/2015,curd
3960,21/10/2015,root vegetables
3980,16/9/2015,pastry
1116,29/1/2015,root vegetables
2663,21/10/2015,whole milk
2164,24/11/2015,pasta
3950,12/5/2015,whole milk
1252,13/4/2015,whole milk
4804,27/12/2015,rolls/buns
4041,7/9/2015,rolls/buns
1894,4/8/2015,citrus fruit
4977,20/8/2015,packaged fruit/vegetables
2171,3/9/2015,long life bakery product
3417,15/12/2015,sauces
1175,10/6/2015,white wine
4946,17/2/2015,yogurt
4662,27/6/2015,brown bread
2869,10/12/2015,whole milk
4053,22/3/2015,whole milk
4574,30/11/2015,rolls/buns
1110,15/11/2015,margarine
4700,4/3/2015,ketchup
2565,29/4/2015,butter milk
2468,13/3/2015,domestic eggs
4836,13/11/2015,other vegetables
3504,22/9/2015,whipped/sour cream
1333,3/4/2015,brown bread
4039,27/12/2015,bottled water
2077,15/5/2015,rolls/buns
3519,13/12/2015,rolls/buns
2989,30/1/2015,soda
3737,5/5/2015,pastry
3558,19/9/2015,other vegetables
3036,13/7/2015,whipped/sour cream
3180,3/7/2015,curd
2978,9/5/2015,UHT-milk
3985,23/10/2015,whipped/sour cream
4903,8/12/2015,salty snack
2835,9/10/2015,yogurt
3783,22/6/2015,soda
1486,14/12/2015,rolls/buns
4589,8/10/2015,beverages
1132,19/2/2015,rolls/buns
4827,27/11/2015,pip fruit
3361,28/6/2015,beverages
4681,11/9/2015,cat food
4197,26/10/2015,yogurt
3701,22/1/2015,specialty chocolate
4195,1/10/2015,cream cheese 
3429,1/4/2015,coffee
2430,20/1/2015,sliced cheese
4330,8/4/2015,sparkling wine
1783,18/3/2015,rolls/buns
4025,4/11/2015,dental care
3399,19/7/2015,rolls/buns
4766,3/1/2015,margarine
3562,13/8/2015,soda
2447,21/1/2015,curd cheese
1396,22/7/2015,canned beer
4633,26/4/2015,rolls/buns
4695,5/1/2015,shopping bags
1706,14/8/2015,cat food
3872,23/11/2015,shopping bags
1444,14/10/2015,hygiene articles
4753,8/11/2015,whole milk
4580,29/11/2015,butter
2516,3/4/2015,yogurt
2415,8/8/2015,curd
3925,25/3/2015,margarine
4996,24/11/2015,decalcifier
4569,27/7/2015,sliced cheese
3509,11/4/2015,coffee
2252,8/10/2015,rolls/buns
1634,9/2/2015,newspapers
4112,27/4/2015,soda
4042,8/8/2015,white wine
4473,26/6/2015,whole milk
3878,30/4/2015,liquor (appetizer)
2266,30/9/2015,butter milk
3304,30/11/2015,hygiene articles
3757,4/2/2015,whole milk
3440,21/12/2015,yogurt
4328,4/2/2015,abrasive cleaner
3737,6/12/2015,yogurt
3948,15/6/2015,rum
3682,5/3/2015,canned beer
2827,31/10/2015,whipped/sour cream
2650,5/10/2015,semi-finished bread
1360,16/12/2015,citrus fruit
3679,23/12/2015,domestic eggs
4137,7/3/2015,root vegetables
4235,19/12/2015,condensed milk
3193,31/1/2015,whipped/sour cream
1332,2/12/2015,Instant food products
4821,28/11/2015,cream cheese 
1837,9/7/2015,yogurt
3665,23/9/2015,chocolate
2659,8/5/2015,other vegetables
1322,9/1/2015,bottled beer
1599,29/5/2015,berries
2933,6/4/2015,yogurt
3963,21/2/2015,specialty bar
4178,3/6/2015,coffee
1052,27/10/2015,shopping bags
4693,18/8/2015,domestic eggs
1329,2/2/2015,whipped/sour cream
3128,13/6/2015,yogurt
1175,30/6/2015,berries
2211,31/3/2015,packaged fruit/vegetables
2093,12/6/2015,rolls/buns
4284,14/10/2015,coffee
4449,30/3/2015,UHT-milk
4269,1/4/2015,semi-finished bread
1962,5/4/2015,frozen meals
2250,4/10/2015,margarine
1743,13/11/2015,brown bread
1583,28/7/2015,newspapers
4295,26/10/2015,butter
1183,29/6/2015,brown bread
2729,21/3/2015,butter
4035,3/8/2015,whole milk
1608,6/8/2015,cream cheese 
1793,3/7/2015,organic products
2210,9/7/2015,whole milk
1885,3/7/2015,butter
1078,28/10/2015,rolls/buns
1016,30/9/2015,pip fruit
3077,29/5/2015,bottled water
3551,1/5/2015,beverages
1158,17/10/2015,root vegetables
2443,20/6/2015,curd
1395,15/1/2015,curd
2454,10/11/2015,domestic eggs
3472,30/4/2015,pastry
3547,28/11/2015,jam
1038,21/2/2015,whole milk
3915,11/9/2015,onions
2719,19/4/2015,coffee
2234,23/12/2015,whole milk
1565,14/12/2015,frozen vegetables
1328,24/3/2015,whole milk
3398,18/1/2015,frozen fish
3687,12/2/2015,beverages
2448,8/6/2015,root vegetables
2652,26/12/2015,margarine
1385,19/11/2015,chocolate
2960,31/8/2015,whole milk
2736,2/3/2015,pip fruit
1768,21/4/2015,herbs
2002,20/10/2015,root vegetables
3046,18/11/2015,instant coffee
2284,18/3/2015,napkins
1708,18/9/2015,berries
1952,23/11/2015,soda
3497,8/9/2015,rolls/buns
1479,14/5/2015,brown bread
1237,9/4/2015,tropical fruit
4353,24/8/2015,cream cheese 
3528,18/8/2015,sliced cheese
2092,4/9/2015,beverages
2514,2/11/2015,rolls/buns
4790,16/5/2015,rolls/buns
1948,25/8/2015,soda
3581,16/1/2015,rolls/buns
4778,26/3/2015,frozen vegetables
2601,26/3/2015,pastry
4678,31/3/2015,soda
3642,24/2/2015,other vegetables
2957,19/9/2015,artif. sweetener
4585,28/9/2015,yogurt
3637,10/7/2015,dessert
1353,9/2/2015,flour
3257,13/2/2015,bottled water
2524,10/9/2015,bottled beer
2035,23/12/2015,ice cream
3658,26/9/2015,yogurt
1901,29/11/2015,brown bread
3247,13/1/2015,misc. beverages
4308,24/1/2015,yogurt
1305,24/5/2015,yogurt
1011,9/12/2015,other vegetables
2234,29/7/2015,pickled vegetables
3744,8/12/2015,canned vegetables
2903,8/8/2015,butter
3036,12/7/2015,beverages
2465,27/12/2015,whole milk
1233,20/3/2015,salty snack
1366,29/5/2015,candles
3741,6/8/2015,chewing gum
2230,28/5/2015,hard cheese
1206,15/5/2015,other vegetables
3690,24/4/2015,other vegetables
3620,18/6/2015,flour
4759,20/2/2015,domestic eggs
3543,11/10/2015,white bread
2792,29/7/2015,domestic eggs
1929,10/7/2015,yogurt
2433,23/8/2015,softener
4941,15/1/2015,salty snack
3547,7/10/2015,chocolate
1290,24/4/2015,yogurt
4207,28/8/2015,specialty chocolate
2107,1/3/2015,sugar
3050,11/3/2015,dessert
3814,21/7/2015,white wine
4875,13/9/2015,other vegetables
3691,8/8/2015,tropical fruit
2433,14/3/2015,processed cheese
4757,9/1/2015,yogurt
1407,29/4/2015,detergent
4718,12/6/2015,flower soil/fertilizer
1240,14/4/2015,oil
1792,15/8/2015,frozen vegetables
4486,9/11/2015,yogurt
1757,15/6/2015,curd
2186,1/7/2015,domestic eggs
3752,15/4/2015,root vegetables
3051,29/11/2015,rolls/buns
3688,23/10/2015,yogurt
4676,15/1/2015,hygiene articles
2142,25/6/2015,root vegetables
4939,29/6/2015,canned beer
1806,6/7/2015,butter
1595,5/10/2015,white bread
2086,9/3/2015,misc. beverages
4251,3/10/2015,yogurt
2689,30/4/2015,root vegetables
2560,26/11/2015,root vegetables
2393,17/4/2015,root vegetables
1669,19/8/2015,other vegetables
3500,21/4/2015,bottled water
1213,3/3/2015,margarine
4598,18/11/2015,dish cleaner
1404,3/5/2015,waffles
1758,26/2/2015,pasta
1265,7/3/2015,specialty chocolate
1006,14/6/2015,bottled beer
2779,17/10/2015,shopping bags
4457,3/9/2015,margarine
2532,6/7/2015,yogurt
2811,23/2/2015,whole milk
4004,10/5/2015,pasta
1737,9/5/2015,yogurt
3266,25/10/2015,chewing gum
4981,10/1/2015,margarine
1934,6/8/2015,other vegetables
2512,19/1/2015,root vegetables
3400,4/3/2015,brown bread
4301,1/5/2015,soft cheese
2997,30/12/2015,domestic eggs
1098,5/8/2015,whole milk
2208,30/7/2015,cake bar
3672,28/5/2015,zwieback
3651,24/1/2015,grapes
3957,15/5/2015,curd
2986,11/1/2015,butter
4433,25/5/2015,curd
3822,27/5/2015,specialty bar
4588,30/4/2015,hard cheese
2622,17/7/2015,grapes
2117,2/5/2015,specialty cheese
1780,12/7/2015,other vegetables
3819,12/4/2015,sliced cheese
1884,11/12/2015,long life bakery product
2595,23/1/2015,curd
3046,31/3/2015,pastry
3228,26/1/2015,other vegetables
2251,23/6/2015,condensed milk
2368,11/11/2015,bottled water
2573,3/1/2015,yogurt
4701,30/4/2015,whole milk
4384,25/5/2015,specialty chocolate
1998,18/5/2015,pip fruit
4583,23/2/2015,dessert
2043,21/4/2015,UHT-milk
2201,22/5/2015,chocolate
3522,23/9/2015,coffee
3922,28/8/2015,margarine
2636,11/9/2015,onions
1092,27/7/2015,domestic eggs
2711,13/9/2015,cream cheese 
3899,22/4/2015,white bread
4372,30/7/2015,pip fruit
4576,5/8/2015,cream cheese 
4953,10/10/2015,frozen meals
4692,27/10/2015,rolls/buns
1170,12/11/2015,bottled water
2625,8/4/2015,frozen meals
2394,30/8/2015,yogurt
4277,18/2/2015,shopping bags
3170,17/1/2015,grapes
2229,25/10/2015,soda
2944,1/2/2015,cream cheese 
2582,6/3/2015,fruit/vegetable juice
1373,10/5/2015,curd
1366,25/10/2015,soda
3469,10/5/2015,white wine
4012,16/5/2015,processed cheese
2031,26/2/2015,napkins
2459,16/9/2015,bottled beer
4377,23/2/2015,fruit/vegetable juice
1534,13/8/2015,dental care
2051,23/7/2015,soda
3430,26/1/2015,rolls/buns
1567,13/3/2015,yogurt
2972,21/5/2015,other vegetables
1287,28/8/2015,margarine
4776,8/8/2015,herbs
2271,4/8/2015,yogurt
4657,15/8/2015,other vegetables
2344,14/4/2015,bottled water
1482,6/7/2015,shopping bags
1278,9/12/2015,ice cream
4831,13/11/2015,coffee
1819,11/11/2015,photo/film
2687,31/7/2015,long life bakery product
4468,24/3/2015,bottled beer
4760,2/4/2015,fruit/vegetable juice
2310,24/3/2015,candy
3924,7/2/2015,oil
3517,11/12/2015,brown bread
3164,30/9/2015,dessert
3245,17/5/2015,mayonnaise
2629,6/12/2015,light bulbs
1347,15/9/2015,ketchup
1216,25/8/2015,napkins
4636,10/4/2015,specialty chocolate
1197,22/11/2015,yogurt
1100,12/3/2015,butter
2054,15/12/2015,roll products 
3761,26/9/2015,rolls/buns
4947,14/9/2015,whole milk
1032,15/6/2015,cream cheese 
3353,14/8/2015,whole milk
4466,20/8/2015,whole milk
2081,22/1/2015,UHT-milk
1800,2/5/2015,whipped/sour cream
3414,23/10/2015,chewing gum
2799,12/8/2015,pickled vegetables
1634,3/12/2015,butter milk
3481,22/3/2015,soda
3691,24/8/2015,soda
2811,11/2/2015,pastry
2758,19/11/2015,soda
2872,19/9/2015,other vegetables
3339,8/10/2015,rolls/buns
3483,28/10/2015,shopping bags
3255,29/4/2015,ice cream
3462,15/11/2015,ham
1355,28/2/2015,yogurt
2952,25/11/2015,rolls/buns
2171,19/6/2015,pip fruit
2693,2/11/2015,specialty fat
1348,13/6/2015,bottled beer
1112,9/4/2015,newspapers
2058,24/2/2015,domestic eggs
2003,23/11/2015,other vegetables
2166,12/3/2015,whipped/sour cream
3113,18/6/2015,berries
2830,22/6/2015,frozen potato products
3582,17/6/2015,shopping bags
4572,19/8/2015,fruit/vegetable juice
1373,19/7/2015,whole milk
2513,6/11/2015,canned beer
3050,15/12/2015,zwieback
2563,3/8/2015,pip fruit
1055,25/5/2015,soda
1887,9/11/2015,root vegetables
2391,3/1/2015,whole milk
3347,24/4/2015,pastry
4873,3/9/2015,curd
1571,24/5/2015,frozen vegetables
3571,21/10/2015,yogurt
4348,11/4/2015,curd cheese
2400,6/2/2015,whole milk
2200,10/10/2015,fruit/vegetable juice
3973,2/9/2015,coffee
2695,4/7/2015,hamburger meat
3053,25/12/2015,curd
2964,11/8/2015,whole milk
2494,13/6/2015,rolls/buns
1603,7/9/2015,flour
1264,7/12/2015,soda
2809,10/4/2015,domestic eggs
3180,15/9/2015,baking powder
4539,9/3/2015,onions
2990,29/6/2015,pastry
1969,11/2/2015,waffles
1191,8/8/2015,other vegetables
2690,20/10/2015,UHT-milk
3803,20/10/2015,other vegetables
3999,19/4/2015,onions
3677,30/11/2015,soda
1168,11/2/2015,chocolate
1324,27/12/2015,curd
3829,10/7/2015,yogurt
2664,20/9/2015,pasta
3002,22/1/2015,newspapers
4305,23/6/2015,shopping bags
2633,14/2/2015,root vegetables
1120,14/1/2015,white bread
2870,25/2/2015,frozen meals
2977,16/11/2015,onions
2135,25/1/2015,butter
4460,12/7/2015,chewing gum
2961,21/7/2015,berries
2109,24/9/2015,salt
1023,28/6/2015,berries
2645,26/6/2015,rolls/buns
2910,4/12/2015,canned beer
3251,9/11/2015,whole milk
2309,29/12/2015,whole milk
2553,21/6/2015,specialty bar
4100,22/4/2015,whole milk
2580,17/11/2015,pip fruit
4628,10/12/2015,bottled beer
1073,8/6/2015,prosecco
1459,18/7/2015,chocolate marshmallow
3752,21/8/2015,sugar
4655,21/3/2015,other vegetables
2484,20/6/2015,rolls/buns
4990,15/3/2015,soda
2356,2/2/2015,yogurt
3476,21/4/2015,yogurt
4643,25/1/2015,bottled beer
3287,2/2/2015,vinegar
3468,14/11/2015,canned vegetables
2779,27/12/2015,root vegetables
3811,11/5/2015,bottled water
3122,13/10/2015,dessert
2874,22/1/2015,chicken
3148,28/3/2015,pot plants
4359,24/9/2015,onions
4510,26/3/2015,red/blush wine
3298,28/4/2015,chocolate
3285,12/7/2015,domestic eggs
4752,11/2/2015,frozen dessert
4741,25/2/2015,chewing gum
3557,24/5/2015,cling film/bags
4328,21/7/2015,curd
1052,6/7/2015,margarine
1719,17/9/2015,shopping bags
1360,5/2/2015,dishes
1299,3/6/2015,other vegetables
4260,16/11/2015,soda
1785,15/7/2015,canned beer
3835,6/1/2015,salty snack
1720,5/12/2015,butter
1872,5/4/2015,whole milk
1406,23/3/2015,sparkling wine
3560,29/9/2015,soda
4628,29/11/2015,berries
2692,9/10/2015,butter milk
4843,13/5/2015,whole milk
4395,25/6/2015,soda
1196,27/11/2015,bottled beer
1076,14/5/2015,bottled water
3519,28/1/2015,specialty bar
1335,18/10/2015,spread cheese
4988,29/10/2015,rolls/buns
4437,20/10/2015,canned beer
2262,4/10/2015,brandy
4320,7/1/2015,chocolate
1155,1/4/2015,yogurt
3101,17/12/2015,salt
2433,19/10/2015,grapes
2051,14/11/2015,coffee
3144,16/8/2015,margarine
2000,23/8/2015,rolls/buns
2427,26/6/2015,dessert
2916,13/6/2015,chocolate marshmallow
1609,17/12/2015,soda
2982,25/6/2015,ice cream
1804,30/11/2015,butter
4997,27/12/2015,grapes
2789,28/1/2015,soda
2512,23/4/2015,domestic eggs
2641,1/3/2015,fruit/vegetable juice
2102,10/5/2015,vinegar
2979,17/7/2015,long life bakery product
3685,4/3/2015,sweet spreads
2918,11/10/2015,pastry
4640,31/1/2015,shopping bags
1149,6/8/2015,yogurt
4608,5/1/2015,fruit/vegetable juice
3794,26/11/2015,butter
3014,4/11/2015,whipped/sour cream
2083,28/3/2015,bottled water
1656,13/8/2015,liquor (appetizer)
1482,24/7/2015,frozen vegetables
3050,20/10/2015,rolls/buns
3882,23/4/2015,cling film/bags
2618,3/12/2015,fruit/vegetable juice
4888,13/2/2015,dishes
2523,12/1/2015,napkins
4633,14/4/2015,yogurt
2440,2/3/2015,root vegetables
2100,5/7/2015,coffee
3691,12/2/2015,candles
4499,6/5/2015,shopping bags
2370,28/8/2015,newspapers
3831,14/10/2015,rolls/buns
4744,28/10/2015,brown bread
4919,12/3/2015,curd
4876,21/2/2015,margarine
1296,20/8/2015,jam
4845,28/8/2015,brown bread
4606,13/3/2015,grapes
1438,26/2/2015,oil
2777,24/5/2015,Instant food products
4220,10/8/2015,bottled water
1943,7/1/2015,canned fruit
3535,1/9/2015,soda
2194,9/1/2015,napkins
2326,29/11/2015,chewing gum
4189,7/4/2015,long life bakery product
1023,6/1/2015,packaged fruit/vegetables
3886,1/4/2015,vinegar
1443,9/10/2015,flour
1395,26/6/2015,other vegetables
1291,14/1/2015,rolls/buns
1374,10/3/2015,whole milk
4015,20/2/2015,salt
3009,18/2/2015,detergent
2961,16/11/2015,oil
3260,8/7/2015,whole milk
1793,19/5/2015,ice cream
2985,5/1/2015,soda
1205,14/3/2015,chewing gum
1116,8/10/2015,beverages
1633,9/8/2015,pastry
3600,30/7/2015,bottled water
4740,10/7/2015,domestic eggs
2677,23/12/2015,soft cheese
1540,14/8/2015,yogurt
4323,26/3/2015,brown bread
4320,18/4/2015,canned beer
1363,16/6/2015,whole milk
1761,9/8/2015,shopping bags
1733,23/6/2015,pastry
1994,5/10/2015,fruit/vegetable juice
4300,4/4/2015,root vegetables
4298,25/7/2015,butter
1097,1/11/2015,curd
3766,7/5/2015,napkins
2348,28/2/2015,soda
4588,8/11/2015,bottled beer
3784,14/6/2015,pickled vegetables
2787,5/3/2015,bottled water
2056,24/11/2015,margarine
3986,25/7/2015,other vegetables
3861,7/7/2015,chocolate
1094,7/1/2015,root vegetables
4743,24/1/2015,UHT-milk
3543,2/6/2015,shopping bags
4914,14/3/2015,pastry
2004,21/8/2015,mustard
4171,3/6/2015,butter milk
3041,15/9/2015,frozen vegetables
1324,10/7/2015,rolls/buns
1524,6/8/2015,waffles
4260,30/5/2015,rolls/buns
1494,29/9/2015,bottled beer
2521,3/3/2015,roll products 
2225,28/4/2015,yogurt
3486,23/12/2015,spread cheese
1422,28/2/2015,whole milk
3082,20/2/2015,whole milk
1114,12/3/2015,shopping bags
4773,31/10/2015,other vegetables
1939,30/10/2015,newspapers
2723,3/11/2015,yogurt
1361,8/9/2015,mustard
2294,10/5/2015,rolls/buns
3915,5/3/2015,brown bread
3579,30/12/2015,oil
2051,20/4/2015,other vegetables
2113,7/9/2015,margarine
1909,31/8/2015,yogurt
2328,22/2/2015,brown bread
2948,19/6/2015,bottled water
3504,20/5/2015,processed cheese
3069,9/4/2015,whole milk
2142,19/5/2015,specialty bar
4411,17/4/2015,soda
1993,8/7/2015,pet care
