title,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime
Hafalan Shalat Delisa,2011,"Delisa lives in a village on the Aceh coast. On December 26, 2004, when Delisa was preparing to take the prayer practice test, suddenly an earthquake and a tsunami hit their village and several other areas in Aceh and Southeast Asia.",Drama,,7.2,98,Indonesian,Soni Gaokasak,"['Chantiq Schagerl', 'Reza Rahadian', 'Nirina Zubir', 'Ghina Salsabila', 'Reska Tania Apriadi', 'Riska Tania Apriadi', 'Billy Boedjanger', 'Raiyan Laksamana', 'Mike Lewis', 'Fathir Muchtar', 'Joe Project P.', 'Kanz Randhawa', 'Tony Taulo', 'Loide Christina Teixeira', 'Teuku Umam']",102 min
Jenglot Pantai Selatan,2011,,Horror,,4.0,66,Indonesian,Rizal Mantovani,"['Gabriella Veronica Arian', 'Debby Ayu', 'Narto Bantul', 'Framly Daniel', 'Celine Evangelista', 'Putri Farmer', 'Febriyanie Ferdzilla', 'Daniel Gan', 'Frans Hambali', 'Anastasiya Kovba', 'Buanergis Muryono', 'Temmy Rahadi', 'Wichita Satari', 'Tata Sivek', 'Zidni Adam Zawas']",78 min
Kalung Jailangkung,2011,,Horror,,5.8,11,Indonesian,Nayato Fio Nuala,"[""Ghea D'Syawal"", 'Reymond Knuliq', 'Djati Kusuma', 'Soraya Larasati', 'Yessa Lona', 'Rozie Mahally', 'Torro Margens', 'Munazat Radittya', 'Erlin Sarintan', 'George Taka', 'Zacky Zimah', nan, nan, nan, nan]",80 min
Kehormatan di Balik Kerudung,2011,,Drama,,6.2,13,Indonesian,Tya Subiakto Satrio,"['Donita', 'Andhika Pratama', 'Ussy Sulistiawaty', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",105 min
Kejarlah Jodoh Kau Kutangkap,2011,,Comedy,,6.4,25,Indonesian,Indrayanto Kurniawan,"['Andhika Pratama', 'Donita', 'Lydia Kandou', 'Bertrand Antolin', 'Pretty Asmara', 'Mucle', 'Joe Project P.', 'Polo', 'Juhana Sutisna', nan, nan, nan, nan, nan, nan]",103 min
Kentut,2011,"A regent candidate must undergo medical surgery because her right chest was shot while campaigning. After the operation, she still had to undergo treatment at the hospital, because she had to wait until she farted, a sign of recovery.",Comedy,,4.8,25,Indonesian,Aria Kusumadewa,"['Deddy Mizwar', 'Ira Wibowo', 'Keke Soeryo', 'Cok Simbara', 'Iis Dahlia', 'Rahman Yacob', 'Hengky Tornando', 'Anwar Fuady', 'Medina Kamil', 'Zairin Zain', nan, nan, nan, nan, nan]",90 min
Kepergok Pocong,2011,People who find mystic books get rich quick in graves. But there are some oddities.,Comedy,,4.6,11,Indonesian,Nayato Fio Nuala,"['Azis Gagap', 'Reymond Knuliq', 'Rozie Mahally', 'Nadya Almira', 'Keira Sabhira', 'Albert Putra', 'Anastasya Octaviana', 'Vicky Irawan', nan, nan, nan, nan, nan, nan, nan]",78 min
Keranda Kuntilanak,2011,,Comedy,,3.2,16,Indonesian,Nayato Fio Nuala,"['Zacky Zimah', 'Fiona Fachry', 'Tifany Jane', 'Anastasya Octaviana', 'Yessa Lona', 'Indra Brotolaras', 'Munazat Radittya', 'Stefan William', nan, nan, nan, nan, nan, nan, nan]",83 min
Khalifah,2011,,Drama,,6.6,14,Indonesian,Nurman Hakim,"['Marsha Timothy', 'Indra Herlambang', 'Ben Joshua', 'Titi Rajo Bintang', 'Brohisman', 'Jajang C. Noer', 'Yoga Pratama', 'Dion Wiyoko', nan, nan, nan, nan, nan, nan, nan]",90 min
Kuntilanak Kesurupan,2011,,Comedy,D,2.4,20,Indonesian,Nayato Fio Nuala,"['Irish Bella', 'Sazha Carissa', 'Azis Gagap', 'Violenzia Jeanette', 'Reymond Knuliq', 'Yessa Lona', 'Julia Perez', 'Guntur Triyoga', 'Fero Walandouw', 'Evhi Yuliani', nan, nan, nan, nan, nan]",79 min
Langit Biru,2011,,Drama,,6.6,16,Indonesian,Lasja Fauzia,"['Annisa Pinandita', 'Cody Mcclendon', 'Joko Anwar', 'Ayushita', 'Alice Callista', 'Nathanael Carol', 'Brandon De Angelo', 'Ira Duaty', 'Donna Harun', 'Ary Kirana', 'Patton Otlivio Latupeirissa', 'Hermann Josis Mokalu', 'Baby Natalie', 'Tika Panggabean', 'Jonathan Prasetyo']",93 min
Laut Bercermin,2011,"A girl from the Bajo tribe in Wakatobi district goes to a fortune teller in her area. The fortune teller performed a ritual using a mirror, where the local people believed that with a mirror they could see what they were waiting for.",Drama,,7.1,78,Indonesian,Kamila Andini,"['Atiqah Hasiholan', 'Reza Rahadian', 'Gita Novalista', 'Eko', 'Inal', 'Zainal', 'Kuasi', 'Halwiyah', 'Baharudin', 'Ende', 'La Ode Ahmad Ready Putra', 'Darsono', 'Narsih', 'Selti', 'Warni']",100 min
Lima Elang,2011,"Baron is reluctant to move from Jakarta to Balikpapan. In the new town, he chooses to play with his remote-controlled car, instead of making new friends. Despite his behavior, Baron is ...",Family,,7.1,52,Indonesian,Rudy Soedjarwo,"['David Chalik', 'Omara N. Esteghlal', 'Junior Liem', 'Teuku Rizky Muhammad', 'Christoffer Nelwan', 'Iqbaal Dhiafakhri Ramadhan', 'Monica Sayangbati', 'Bastian Bintang Simbolon', nan, nan, nan, nan, nan, nan, nan]",88 min
Lost in Papua,2011,"In the deep jungle of Papua, Rangga (Edo Borne) and his team is on a mission to explore possible mining opportunities in the area. They do not realize they have entered a restricted area ...",Adventure,,6.5,13,Indonesian,Irham Acho Bahtiar,"['Fanny Fabriana', 'Fauzi Baadila', 'Piet Pagau', 'Didi Petet', 'Edo Borne', 'Petrus Taro Gerze', 'Fahrani', nan, nan, nan, nan, nan, nan, nan, nan]",100 min
Love Story,2011,"Ranti and Galih from two different villages are in love and make plans to marry. But the villagers forbid their love as they believe that if the villages are united by a marriage, the disaster will strike.",Drama,17+,7.3,27,Indonesian,Hanny Saputra,"['Acha Septriasa', 'Irwansyah', 'Henidar Amroe', 'Donny Damara', 'Bella Graceva', 'Maudy Koesnaedi', 'Reza Pahlevi', 'Reza Rahadian', nan, nan, nan, nan, nan, nan, nan]",96 min
Lovely Man,2011,"Cahaya (Raihaanun) travels to Jakarta, Indonesia, to search for her father and discovers that he is a prostitute for men.",Drama,,7.2,208,Indonesian,Teddy Soeriaatmadja,"['Donny Damara', 'Raihaanun Soeriaatmadja', 'Yayu A.W. Unru', 'Ari Syarif', 'Lani Sonda', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",76 min
Masih Bukan Cinta Biasa,2011,,Drama,,6.8,19,Indonesian,Benni Setiawan,"['Ferdy Taher', 'Wulan Guritno', 'Olivia Lubis Jensen', 'Axel Andaviar', 'Budi Arab', 'Dalton', 'Mucle', 'Joe Project P.', nan, nan, nan, nan, nan, nan, nan]",98 min
Mati Muda di Pelukan Janda,2011,,Comedy,,2.5,6,Indonesian,Helfi C.H. Kardit,"['M. Ihsan Tarore', 'Ayu Pratiwi', 'Shinta Bachir', 'Alfie Alfandi', 'Stevie Domminique Jollie', 'Joe Project P.', 'Julia Robex', 'Vijey Sadiansyah', nan, nan, nan, nan, nan, nan, nan]",82 min
Milli & Nathan,2011,"Milli and Nathan liked each other since high school in Bandung. They dated. Until Nathan broke the news that he would get married. Milli was shocked, disappointed and angry. She removed ...",Drama,,7.6,37,Indonesian,Hanny Saputra,"['Olivia Lubis Jensen', 'Christ Laurent', 'Sabai Morscheck', 'Chaca Rasidy Ariefiansyah', 'Fendy Chow', 'Frans Tumbuan', 'Minati Atmanegara', 'H.I.M. Damsyik', 'Mario Lawalatta', 'Uwie Jasmine', 'Dave Alexander', 'Dimas Beck', nan, nan, nan]",89 min
Misteri Hantu Selular,2011,A youth group terrorized by the ghost who always come after their phone playing automatically the mysterious ringtone,Horror,,6.2,11,Indonesian,Indra Tirtana,"['Celine Evangelista', 'Boy Hamzah', 'Reynavenzka', 'Permadi Sh', 'Gita Sinaga', 'Guruh Soekarnoputra', 'Umar Syarif', 'Udjie Tongky', nan, nan, nan, nan, nan, nan, nan]",
Mortal Enemies,2011,After making a brotherly bond with a fellow orphan and reunited by tragedy they fight to save Verdy's fiancée and stop the international crime scandal together.,Action,R,6.1,105,English,Asun Mawardi,"['Robin Shou', 'Verdy Bhawanta', 'Yayu A.W. Unru', 'Marcio Fernando Da Silva', 'Andrew Lincoln Suleiman', 'Karina Nadila', 'Andry Ganda Wijaya', nan, nan, nan, nan, nan, nan, nan, nan]",103 min
My Blackberry Girlfriend,2011,,Comedy,,5.2,16,Indonesian,Findo Purwono,"['Emmanuel Akwafo', 'Hardi Fadhillah', 'Keith Foo', 'Luna Maya', 'Fathir Muchtar', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",83 min
Oh Tidak..!,2011,,Comedy,,4.7,7,Indonesian,Ardy Octaviand,"['Fathir Muchtar', 'Marsha Timothy', 'Marcella Lumowa', 'Jarwo Kwat', 'Arie Dagienkz', 'Kakek Gilang', 'Nenek Gilang', 'Mbok Ijah', nan, nan, nan, nan, nan, nan, nan]",89 min
Pacar Hantu Perawan,2011,,Comedy,,3.8,39,Indonesian,Yoyok Subagyo,"['Misa Campo', 'Rafi Cinoun', 'Jonathan Frizzy', 'Natha Narita', 'Dewi Perssik', 'Olga Syahputra', 'Vicky Vette', nan, nan, nan, nan, nan, nan, nan, nan]",76 min
Pelet Kuntilanak,2011,,Horror,21+,3.5,11,Indonesian,Nayato Fio Nuala,"['Debby Ayu', 'Cinta Dewi', 'Angie Yulia', 'Billy Davidson', 'Billy As', 'Yudha Putra', 'Aria Bahari', 'Daeng', nan, nan, nan, nan, nan, nan, nan]",
Pelukan Janda Hantu Gerondong,2011,,Horror,,4.0,20,Indonesian,Helfi C.H. Kardit,"['Indah Kalalo', 'Aida Saskia', 'Shidiq Hamidi', 'Adam Jordan', 'Lia Ladysta', 'Angel Lelga', 'Andreano Philip', nan, nan, nan, nan, nan, nan, nan, nan]",
Pengejar Angin,2011,,Drama,,6.8,23,Indonesian,Hanung Bramantyo,"['Giorgino Abraham', 'Wanda Hamidah', 'Agus Kuncoro', 'Siti Helda Meilita', 'Mathias Muchus', 'Lukman Sardi', 'Harta Yudana', 'Qausar Harta Yudana', nan, nan, nan, nan, nan, nan, nan]",101 min
Perempuan² Liar,2011,,Comedy,,6.1,16,Indonesian,Rako Prijanto,"['Maeeva Amin', 'Bedu', 'Rina Diana', 'Ghozali', 'Gary M. Iskak', 'Emmi Lemmu', 'Torro Margens', 'Andries Munzier', 'Dallas Pratama', 'Arief Rivan', 'Tora Sudiro', 'Rusdi Syarif', nan, nan, nan]",81 min
Pocong Kesetanan!,2011,,Comedy,,4.8,20,Indonesian,Nayato Fio Nuala,"['Raffi Ahmad', 'Rina Diana', 'Febriyanie Ferdzilla', 'Azis Gagap', 'Reymond Knuliq', 'Rozie Mahally', 'Ajun Perwira', 'Diah Cempaka Sari', 'Guntur Triyoga', nan, nan, nan, nan, nan, nan]",76 min
Pocong Mandi Goyang Pinggul,2011,The story about a creature in a bed-sheet and a live pelmeni's seller in the cemetery.,Comedy,,1.8,158,Indonesian,Yoyok Subagyo,"['Ucok Baba', 'Annisa Bahar', 'Tata Dado', 'Tatang Gepeng', 'Sasha Grey', 'Sheza Idris', 'Chand Kelvin', 'Baby Margaretha', 'Mpok Nori', 'Andreano Philip', nan, nan, nan, nan, nan]",90 min
Pocong Minta Kawin,2011,,Comedy,,7.1,12,Indonesian,Nayato Fio Nuala,"['Mpok Atiek', 'Bolot', 'Christopher', 'Boy Idrus', 'Dhawan Khai', 'Bobby Maulana', 'Dithra Mierva', 'Vicky Nitinegoro', 'Julia Perez', 'Putri', 'Chika Waode', nan, nan, nan, nan]",84 min
Pocong Ngesot,2011,,Comedy,17+,2.8,17,Indonesian,Nayato Fio Nuala,"['Dhana Gadree', 'Azis Gagap', 'Venilia Agi K.', 'Leylarey Lesesne', 'Rozie Mahally', 'Keira Sabhira', 'Fero Walandouw', nan, nan, nan, nan, nan, nan, nan, nan]",79 min
Poconggg Juga Pocong,2011,"The view of the world in a funny way from the eyes of a ghost called ""Poconggg"".",Comedy,,6.2,39,Indonesian,Nayato Fio Nuala,"['Ajun Perwira', 'Rizna Nyctagina', 'Shapira Indah', 'Rizky Mocil', 'Guntur Triyoga', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",78 min
Pupus,2011,,Drama,,7.0,31,Indonesian,Rizal Mantovani,"['Donita', 'Marcel Chandrawinata', 'Ichsan Akbar', 'Kaditha Ayu', 'Arthur Brotolaras', 'Vicky Monica', nan, nan, nan, nan, nan, nan, nan, nan, nan]",99 min
Purple Love,2011,"Together with his best friends, Pasha planned to propose to his girlfriend Lisa. It turns out that Lisa broke their relationship because she chose another man. Pasha now is heartbroken.",Drama,,6.2,13,Indonesian,Guntur Soeharjanto,"['Pasha', 'Nirina Zubir', 'Kirana Larasati', 'Qory Sandioriva', 'Makki', 'Arlonsy Onci Miraldi', 'Enda', 'Rowman', 'Henidar Amroe', 'Djenar Maesa Ayu', 'Imey Liem', 'Pasha', 'Unang', nan, nan]",99 min
Red and White III: Hearts of Freedom,2011,"The third and final film of ""Red and White"" trilogy and set during the Indonesian revolution in 1947-1948, as a band of guerrillas fights for Indonesia's freedom on land, sea, and air against the Dutch empire.",Action,,6.2,131,Indonesian,Conor Allyn,"['Darius Sinathrya', 'T. Rifnu Wikana', 'Donny Alamsyah', 'Rahayu Saraswati', 'Lukman Sardi', 'Astri Nurdin', 'Ranggani Puspandya', 'Nugie', 'Mike Bell', 'Aldy Zulfikar', 'Budi Ros', 'Achmad', 'Aco', 'Adit', 'Nyoman Adiyana']",
Rumah Tanpa Jendela,2011,,Drama,,7.2,56,Indonesian,Aditya Gumay,"['Emir Mahira', 'Dwi Tasya', 'Raffi Ahmad', 'Ingrid Widjanarko', 'Yuni Shara', 'Aswin Fabanyo', 'Alicia Djohar', 'Aty Cancer', 'Varissa Camelia', 'Indra Bekti', 'Maudy Ayunda', 'Billy Davidson', 'Ayu Gumay', 'Ouzan Ruz', 'Jessica Veranda']",100 min
Sajadah Ka'bah,2011,,Action,,6.6,7,Indonesian,Rhoma Irama,"['Rhoma Irama', 'Ruhut Sitompul', 'Ida Iasha', 'Zahwa Aqilah', 'Michella Adlen Ladouceur', 'Leroy Osmani', 'Qomar', 'Ridho Rhoma', nan, nan, nan, nan, nan, nan, nan]",107 min
Sang Penari,2011,"Young teenagers who fall in love live in poverty in their small village in the 1960s. The girl, Srintil, is a dancer blessed with dancing moves that said have a certain magic. The boy, Rasus, leaves the village to join the army force.",Drama,,7.1,243,Indonesian,Ifa Isfansyah,"['Prisia Nasution', 'Oka Antara', 'Slamet Rahardjo', 'Dewi Irawan', 'Lukman Sardi', 'Hendro Djarot', nan, nan, nan, nan, nan, nan, nan, nan, nan]",112 min
Semesta Mendukung,2011,,Drama,,6.9,18,Indonesian,John de Rantau,"['Sheina Abdat', 'Rendy Ahmad', 'Sayef Muhammad Billah', 'Febby Febiola', 'Dinda Hauw', 'Zawawi Imron', 'Angga Putra', 'Helmalia Putri', 'Rangga Raditya', 'Omeyga Rossye', 'Ferry Salim', 'Lukman Sardi', 'Sujiwo Tejo', 'Revalina S. Temat', 'Indro Warkop']",101 min
Serdadu Kumbang,2011,,Drama,,7.2,29,Indonesian,Ari Sihasale,"['Yudi Miftahudin', 'Aji Santosa', 'Fachri Azhari', 'Monica Sayangbati', 'Titi Rajo Bintang', 'Ririn Ekawati', 'Lukman Sardi', 'Asrul Dahlan', 'Leroy Osmani', 'Dorman Borisman', 'Surya Saputra', 'Deden Saedul Bahri', 'Sri Bintang', 'Fanny Fadillah', 'Adinda Fudia Hanamici']",106 min
Setannya Kok Masih Ada,2011,,Comedy,,4.5,13,Indonesian,Muchyar Syamas,"['Deddy Mahendra Desta', 'Zacky Zimah', 'Ardani', 'Deriell Jaqueline', 'Rohaina Mursid', 'Hikmal Abrar Nasution', 'Nisye Ivana Ngantung', 'Novita', 'Simson Rarameha', 'Paramita Sari', 'Wawan Sunaryowan', 'Cecep Supriatna', 'Sutrisna', 'Ramco Sari Tua', 'Indah Kusuma Wardani']",83 min
Skandal,2011,,Drama,,5.0,20,Indonesian,Jose Poernomo,"['Uli Auliani', 'Febriyanie Ferdzilla', 'Gary M. Iskak', 'Mario Lawalatta', 'Mike Lucock', 'Laras Monca', 'Boy Rano', nan, nan, nan, nan, nan, nan, nan, nan]",83 min
Surat Kecil Untuk Tuhan,2011,This movie tells the story of a girl named Gita Sesa Wanda Cantika or also known as Keke who fights deadly cancer called Rhabdomyosarcoma as she is the first Rhabdomyosarcoma patient in Indonesia.,Biography,,6.3,100,Indonesian,Harris Nizam,"['Dwi Andhika', 'Egi John Foreisythe', 'Dinda Hauw', 'Alex Komang', 'Ranty Purnamasari', 'Heri Savalas', 'Esa Septian Pramudha Sigit', nan, nan, nan, nan, nan, nan, nan, nan]",105 min
Suster Keramas 2,2011,"Three motorbike racers, a tour guide, and a Japanese tourist named Sachiko (Sora Aoi) coincidentally meet in a hospital after involved in accidents. As soon as they reach there, they feel strange things happening in the hospital.",Comedy,17+,3.9,53,Indonesian,Findo Purwono,"['Ricky Harun', 'Zidni Adam Zawas', 'Sora Aoi', 'Marcell Darwin', 'Violenzia Jeanette', 'Eva Asmarani', 'Tasya Djerly Emor', nan, nan, nan, nan, nan, nan, nan, nan]",80 min
Tanda Tanya,2011,"A story of interconnecting lives in modern day Semarang, all struggling with the differences of their faiths.",Drama,,7.1,188,Indonesian,Hanung Bramantyo,"['Reza Rahadian', 'Revalina S. Temat', 'Agus Kuncoro', 'Endhita', 'Rio Dewanto', 'Henky Solaiman', 'Deddy Sutomo', nan, nan, nan, nan, nan, nan, nan, nan]",100 min
Tarung: City of the Darkness,2011,,Action,,6.2,69,Indonesian,Nayato Fio Nuala,"['Guntur Triyoga', 'Volland humonggio', 'Krisna Patra', 'Daud Radex', 'Fikri Baladraf', 'Cinta Dewi', 'Gouw Hartono', 'Reymond Knuliq', nan, nan, nan, nan, nan, nan, nan]",84 min
Tebus,2011,,Crime,,4.4,13,Indonesian,Muhammad Yusuf,"['Tio Pakusadewo', 'Chintami Atmanegara', 'Revaldo', 'Sheila Marcia', 'Jajang C. Noer', 'Preddi Prahman', 'Luna Sabrina', 'Anneke Jodi', nan, nan, nan, nan, nan, nan, nan]",100 min
Tendangan dari Langit,2011,"A boy who has an amazing ability in football lives with his parents in the tourism area at the Bromo Mountain. One day, his ability was accidentally seen by a football coach and offered the boy a trial with Persema Malang Football Club.",Drama,,7.1,67,Indonesian,Hanung Bramantyo,"['Yosie Kristanto', 'Maudy Ayunda', 'Giorgino Abraham', 'Jordi Onsu', 'Joshua Suherman', 'Natasha Chairani', 'Agus Kuncoro', 'Sujiwo Tejo', 'Yatti Surachman', 'T.M. Tarsan', 'Torro Margens', 'Irfan Bachdim', 'Matias Ibo Kru', 'Kim Kurniawan', 'Mathias Muchus']",118 min
The Mentalist,2011,"Two mentalists, Deddy Corbuzier and Ronggo Sewu (Limbad), compete to show who is the best. Ronggo Sewu who used to be Deddy Corbuzier's assistant framed Deddy Corbuzier by using black magic in every magic show.",Action,,7.2,183,Indonesian,Walmer Sitohang,"['Meiditha Badawijaya', 'Jodi Lyn Brockton', 'Deddy Corbuzier', 'Natascha Hopkins', 'Limbad', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",90 min
The Perfect House,2011,,Thriller,,6.6,18,Indonesian,Affandi Abdul Rachman,"['Endy Arfian', 'Bella Esperance', 'Mike Lucock', 'Wanda Nizar', 'Cathy Sharon', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",96 min
The Raid: Redemption,2011,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,Action,R,7.6,"187,222",Indonesian,Gareth Evans,"['Iko Uwais', 'Joe Taslim', 'Donny Alamsyah', 'Yayan Ruhian', 'Pierre Gruno', 'Ray Sahetapy', 'Tegar Satrya', 'Iang Darmawan', ""Eka 'Piranha' Rahmadia"", 'Verdi Solaiman', 'Alfridus Godfred', 'Rully Santoso', 'Melkias Ronald Torobi', 'Johanes Tuname', 'Sofyan Alop']",101 min
The Tarix Jabrix 3,2011,"The Tarix Jabrix got the biggest challenge of their lives. They have to negotiate with their old enemies, The Road Devils motorcycle gang so as not to cause more riots in Bandung City.",Comedy,,7.8,43,Indonesian,Iqbal Rais,"['Tria Changcut', 'Erick Changcut', 'Dipa Changcut', 'Alda Changcut', 'Qibil Changcut', 'Olivia Lubis Jensen', 'Edi Brokoli', 'Kamidia Radisti', 'Joe Project P.', 'Ingrid Widjanarko', 'Candil', 'Denny Chandra', 'Budi Dalton', 'Sellen Fernandez', 'Fathir Muchtar']",92 min
Tumbal Jailangkung,2011,,Horror,,5.3,9,Indonesian,Nayato Fio Nuala,"['Soraya Larasati', 'Denny Weller', 'Violenzia Jeanette', 'Rocky Jeff', 'Tasa Rudman', 'Jerry Likumahwa', 'Romeo Sianipar', 'Fiona Callaghan', 'Nadedja Kovba', 'Frans Nicholas', 'Indra Permana Putra', 'Debby Rivinandya', 'Anna Stepanova', nan, nan]",82 min
Virgin 3: Satu Malam Mengubah Segalanya,2011,,Drama,,6.1,12,Indonesian,Nayato Fio Nuala,"['Alex Abbad', 'Raffi Ahmad', 'Fikri Baladraf', 'Irish Bella', 'Gege Elisa', 'Ynessa Ioa Gaffar', 'Shapira Indah', 'Fero Walandouw', nan, nan, nan, nan, nan, nan, nan]",82 min
18+,2010,,Drama,,4.8,104,Indonesian,Nayato Fio Nuala,"['Arumy Bachsin', 'Rangga Djoned', 'Adipati Dolken', 'Wulan Guritno', 'Leylarey Lesesne', 'Bella Nasyahab', 'Stevanie Nepa', 'Eka D. Sitorus', 'Aly Zein', 'Samuel Zyglwyn', nan, nan, nan, nan, nan]",
"3 Hati, Dua Dunia, Satu Cinta",2010,"A love story of a Moslem freelance journalist and a Catholic college girl, in resistance by their different cultures and religion.",Comedy,,6.9,148,Indonesian,Benni Setiawan,"['Reza Rahadian', 'Laura Basuki', 'Arumy Bachsin', 'Hadad Alwi', 'Henidar Amroe', 'Muhammad Assegaf', 'Zaenal Abidin Domba', 'Rasyid Karim', 'Vicky Satria', 'Ira Savira', 'Gesi Selvia', 'Robby Tumewu', 'Ira Wibowo', 'Jay Widjajanto', nan]",100 min
3 Pejantan Tanggung,2010,,Comedy,,4.7,12,Indonesian,Iqbal Rais,"['Ringgo Agus Rahman', 'Deddy Mahendra Desta', 'Dennis Adhiswara', 'Siti Anizah', 'Joe Project P.', 'Piet Pagau', nan, nan, nan, nan, nan, nan, nan, nan, nan]",82 min
"7 Hati, 7 Cinta, 7 Wanita",2010,,Drama,,7.4,10,Indonesian,Robby Ertanto,"['Jajang C. Noer', 'Marcella Zalianty', 'Olga Lydia', 'Happy Salma', 'Intan Kieflie', 'Tamara Tyasmara', 'Tizza Radia', 'Patty Sandya', 'Novi Sandra Sari', 'Debby Rivinandya', 'Kevin Rose Nasution', 'Henky Solaiman', 'Revi Budiman', 'Tegar Satrya', 'Rangga Djoned']",94 min
Affair,2010,A love triangle turns into a nightmare between three friends.,Horror,,4.2,61,Indonesian,Nayato Fio Nuala,"['Sigi Wimala', 'Garneta Haruni', 'Dimas Aditya', 'Monique Henry', 'Rohman Suwandata', 'Rommy Ravalzi', nan, nan, nan, nan, nan, nan, nan, nan, nan]",75 min
Akibat Pergaulan Bebas,2010,,Drama,,4.3,27,Indonesian,Nayato Fio Nuala,"['Smitha Anjani', 'Uli Auliani', 'Leylarey Lesesne', 'Sabai Morscheck', 'Ray Sahetapy', 'Samuel Zyglwyn', nan, nan, nan, nan, nan, nan, nan, nan, nan]",
Aku atau Dia?,2010,,Comedy,,6.3,11,Indonesian,Affandi Abdul Rachman,"['Alex Abbad', 'Shara Aryo', 'Edo Borne', 'Yama Carlos', 'Grace Chim', 'Julie Estelle', 'Rizky Hanggono', 'Sophie Navita', 'Fedi Nuril', 'Ananda Omesh', 'Ringgo Agus Rahman', 'Lukman Sardi', 'Verdi Solaiman', 'T.J.', 'Lenna Tan']",
Alangkah Lucunya (Negeri Ini),2010,"Three freshly graduated adults try to educate young beggars to become street vendors, but are opposed by their fathers.",Comedy,,7.2,230,Indonesian,Deddy Mizwar,"['Reza Rahadian', 'Tika Bravani', 'Asrul Dahlan', 'Deddy Mizwar', 'Slamet Rahardjo', 'Jaja Mihardja', 'Tio Pakusadewo', 'Irfan Siagian', 'Angga Putra', 'Sakurta H. Ginting', 'Rina Hasyim', 'Jaya Kusuma', 'Edwin', 'Pradana Ardiansyah', 'Agri Firdaus']",104 min
