,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own
CHMA,2.42,-,-,-,0.00,-1.45,-,-83.80%,-,-50.40%,0.30%
CHMG,0.82,9.01,10.01,-,0.02,3.77,3.06%,9.50%,27.40%,198.00%,2.00%
CHNA,-,-,-,-,-,-,0.12%,-,-,-,-
CHNG,1.86,-,11.41,-,1.56,-0.56,-,-7.20%,3.20%,79.90%,0.35%
CHNGU,,,,,,,,,,,
CHNR,-,-,-,-,-,0.00,-,-,20.90%,144.40%,72.40%
CHPM,1.32,301.76,-,-,0.00,0.03,-,0.40%,-,-,-
CHPMU,,,,,,,,,,,
CHPMW,,,,,,,,,,,
CHRS,4.87,8.62,16.44,3.92,1.58,2.02,-,88.40%,37.00%,-44.50%,0.50%
CHRW,6.80,27.93,22.23,5.24,0.65,3.36,2.17%,26.80%,20.90%,-6.80%,0.20%
CHSCL,-,-,-,-,-,-,6.36%,-,-,-88.00%,-
CHSCM,-,-,-,-,-,-,6.05%,-,-,-88.00%,-
CHSCN,-,-,-,-,-,-,6.37%,-,-,-88.00%,-
CHSCO,-,-,-,-,-,-,6.85%,-,-,-88.00%,-
CHSCP,-,-,-,-,0.51,0.00,6.69%,6.60%,3.20%,0.00%,0.07%
CHTR,4.99,52.29,31.60,1.01,2.96,12.65,-,9.20%,5.50%,124.10%,0.20%
CHUY,2.18,-,25.18,-,0.00,-0.43,-,-3.10%,3.30%,231.20%,0.20%
CHW,1.41,-,-,-,-,-0.69,8.79%,-,-,-,7.61%
CHY,1.37,-,-,-,-,-0.04,7.14%,-,-,-,7.45%
CIBR,-,-,-,-,-,-,1.35%,-,-,-,-
CID,-,-,-,-,-,-,4.03%,-,-,-,-
CIDM,-,-,-,-,-,-0.58,-,288.00%,-17.20%,-202.70%,4.30%
CIGI,6.75,56.73,18.34,2.84,1.98,1.57,0.11%,12.50%,14.70%,-30.10%,11.00%
CIH,5.05,4.19,-,-,0.00,0.47,-,226.40%,1160.10%,15.00%,11.29%
CIIC,3.61,-,-,-,0.00,-,-,-,-,-,-
CIICU,,,,,,,,,,,
CIICW,,,,,,,,,,,
CIL,-,-,-,-,-,-,2.02%,-,-,-,-
CINF,1.44,18.02,22.91,-,0.10,4.85,2.75%,8.60%,19.10%,99.50%,0.60%
CIVB,0.82,9.59,10.25,1.20,0.62,1.83,2.51%,8.90%,21.80%,4.70%,0.50%
CIZ,-,-,-,-,-,-,1.66%,-,-,-,-
CIZN,0.99,17.50,-,-,0.00,1.20,4.58%,5.70%,21.00%,37.30%,17.18%
CJJD,1.31,-,-,-,1.05,-0.12,-,-16.10%,-12.80%,-5.80%,24.90%
CKPT,4.14,-,-,-,0.00,-0.45,-,-100.50%,-132.20%,42.00%,12.62%
CLAR,2.37,44.51,17.19,4.45,0.21,0.35,0.65%,5.90%,10.00%,-65.90%,13.90%
CLBK,1.70,34.05,27.54,-,1.00,0.46,-,5.00%,15.10%,6.50%,0.60%
CLBS,0.70,-,-,-,0.00,-0.63,-,-28.00%,-,39.10%,1.00%
CLCT,22.44,52.18,-,2.61,0.05,1.45,0.93%,51.90%,40.00%,63.90%,1.70%
CLDB,,,,,,,,,,,
CLDX,2.99,-,-,-,0.00,-2.22,-,-29.90%,-58.50%,51.50%,0.16%
CLEU,2.12,-,-,-,0.00,-,-,-,-,-,57.18%
CLFD,4.20,46.55,23.32,-,0.00,0.53,-,9.30%,7.90%,55.30%,6.90%
CLGN,10.88,-,37.79,-,0.00,-1.10,-,-,-186.10%,137.70%,34.81%
CLIR,7.51,-,-,-,0.03,-0.25,-,-77.90%,-,23.70%,0.20%
CLLS,3.96,-,-,-,0.36,-1.88,-,-7.20%,-34.10%,-89.20%,-
CLMT,-,-,-,-,-,-1.32,-,803.10%,6.40%,-,1.20%
CLNE,3.05,49.43,-,3.30,0.08,0.16,-,6.50%,1.40%,46.10%,34.41%
CLNN,,,,,,,,,,,
CLNNW,,,,,,,,,,,
CLOU,-,-,-,-,-,-,-,-,-,-,-
CLPS,1.69,14.90,-,-,0.08,0.20,-,12.80%,1.50%,-30.20%,69.69%
CLPT,1589.00,-,-,-,178.00,-0.44,-,-309.90%,-68.60%,-18.10%,3.20%
CLRB,3.65,-,-,-,0.00,-1.19,-,-129.40%,-,64.30%,13.38%
CLRBZ,,,,,,,,,,,
CLRG,,,,,,,,,,,
CLRO,0.87,-,-,-,0.09,-0.42,-,-16.30%,-18.40%,37.60%,49.20%
CLSD,16.12,-,-,-,0.12,-0.32,-,-153.40%,-185.90%,69.60%,7.10%
CLSK,30.26,-,33.39,-,0.03,-2.71,-,-143.70%,-89.60%,84.60%,5.60%
CLSN,1.29,-,-,-,0.27,-0.73,-,-117.20%,-76.80%,6.40%,1.25%
CLVR,-,-,-,-,0.00,-0.23,-,-0.60%,-,-321.10%,9.20%
CLVRW,,,,,,,,,,,
CLVS,-,-,-,-,-,-5.24,-,263.20%,-76.50%,48.20%,0.40%
CLWT,0.85,-,-,-,0.04,-0.06,-,-1.00%,-3.20%,-80.80%,58.40%
CLXT,4.02,-,-,-,0.57,-1.32,-,-90.10%,-48.90%,12.10%,65.70%
CMBM,12.73,85.60,24.14,4.28,1.12,0.29,-,16.10%,-8.00%,177.70%,1.10%
CMCO,1.91,52.80,20.66,3.02,0.57,0.73,0.62%,3.70%,10.10%,-124.80%,2.40%
CMCSA,2.78,23.46,18.03,3.92,1.27,2.23,1.76%,12.40%,9.20%,-37.40%,0.67%
CMCT,6.47,-,-,-,10.02,-2.46,2.11%,-81.80%,-20.90%,-488.30%,20.66%
CMCTP,,,,,,,,,,,
CME,2.41,30.34,27.02,9.62,0.13,6.00,1.87%,8.10%,6.70%,-35.30%,0.20%
CMFNL,,,,,,,,,,,
CMLF,,,,,,,,,,,
CMLFU,-,-,-,-,-,-,-,-,-,-,-
CMLFW,,,,,,,,,,,
CMLS,0.45,-,-,-,2.57,-2.85,-,-13.50%,9.80%,-196.20%,12.15%
CMPI,2.33,-,-,-,0.00,-,-,-,-,-34.10%,13.40%
CMPR,-,-,17.43,-,-,-2.55,-,-15.00%,2.20%,-163.20%,0.30%
CMPS,7.85,-,-,-,0.00,-4.87,-,-,-,-,-
CMRX,3.60,-,-,-,0.00,-0.57,-,-36.50%,-105.20%,85.50%,0.20%
CMTL,1.14,-,21.33,-,0.00,-3.37,1.93%,-16.20%,1.80%,-,1.40%
CNBKA,1.19,14.00,-,2.00,0.10,5.53,0.83%,11.90%,25.30%,8.00%,25.50%
CNCE,3.11,-,-,-,0.00,-2.58,-,-55.20%,-77.80%,17.00%,0.50%
CNCR,-,-,-,-,-,-,-,-,-,-,-
CNDT,0.85,-,9.01,-,1.40,-3.30,-,-57.00%,-66.00%,49.90%,1.60%
CNET,3.21,-,-,-,0.01,-0.19,-,-37.00%,-14.50%,-161.30%,22.54%
CNFR,0.74,-,-,-,0.96,-0.60,-,-13.80%,-6.80%,143.60%,5.00%
CNFRL,,,,,,,,,,,
CNNB,,,,,,,,,,,
CNOB,0.88,11.41,9.26,1.14,0.23,1.74,1.82%,6.20%,18.30%,1.60%,3.70%
CNSL,0.90,9.42,20.46,4.71,5.76,0.52,-,10.30%,3.40%,5545.90%,1.00%
CNSP,11.87,-,-,-,0.00,-0.56,-,-182.60%,-,-134.30%,0.90%
CNST,3.09,-,-,-,0.07,-2.29,-,-28.90%,-,13.20%,0.75%
CNTG,4.23,-,-,-,0.66,-1.74,-,-68.50%,-21.70%,-64.90%,36.18%
CNTY,1.80,-,24.67,-,4.40,-2.54,-,-63.60%,-1.50%,690.00%,0.50%
CNXC,-,38.52,13.25,3.11,1.06,2.56,-,-,6.00%,49.70%,-
CNXN,1.97,20.33,17.17,2.54,0.00,2.33,-,10.10%,13.60%,-28.30%,3.60%
COCP,1.56,-,-,-,0.00,-1.58,-,-146.10%,-187.60%,17.60%,29.04%
CODA,2.02,29.39,10.15,-,0.04,0.21,-,7.40%,16.50%,-45.50%,0.40%
CODX,4.95,10.39,4.79,-,0.00,0.90,-,102.10%,-346.70%,627.00%,6.52%
COFS,,,,,,,,,,,
COGT,-,-,-,-,-,-6.53,-,-448.70%,-101.20%,-226.20%,4.47%
COHR,3.91,-,16.87,-,0.46,-17.19,-,-41.40%,-29.60%,1132.20%,0.60%
COHU,3.38,-,15.09,-,0.72,-1.08,-,-9.70%,-5.90%,38.50%,2.40%
COKE,5.57,29.31,14.56,-,2.32,9.09,0.38%,24.70%,11.80%,297.80%,34.76%
COLB,1.10,18.04,18.77,2.26,0.02,1.99,3.12%,4.90%,20.20%,-10.20%,0.20%
COLL,4.01,40.14,12.35,72.98,1.55,0.50,-,12.60%,-24.00%,276.40%,1.80%
COLM,3.36,45.84,23.67,6.11,0.00,1.91,-,7.30%,17.60%,-46.20%,11.80%
COMM,10.39,-,7.12,-,37.86,-5.57,-,-222.00%,-3.40%,24.50%,0.40%
COMT,-,-,-,-,-,-,3.30%,-,-,-,-
CONE,3.33,-,367.59,-,0.00,-0.26,2.79%,-1.20%,0.00%,-387.60%,0.10%
CONN,0.64,-,9.18,-,1.52,-0.95,-,-5.00%,7.00%,-34.80%,0.90%
CONX,-,-,-,-,-,-,-,-,-,-,0.01%
CONXU,-,-,-,-,-,-,-,-,-,-,-
CONXW,,,,,,,,,,,
COOLU,,,,,,,,,,,
COOP,1.22,5.23,6.11,0.25,7.30,5.94,-,26.00%,2.80%,141.40%,1.82%
CORE,2.14,22.10,15.54,6.14,0.79,1.33,1.77%,10.10%,7.20%,3.80%,0.50%
CORT,6.18,29.43,27.83,-,0.00,0.89,-,25.40%,24.00%,-19.70%,1.10%
COST,11.23,38.70,34.38,4.50,0.51,9.74,0.74%,26.00%,15.50%,37.90%,0.20%
COUP,56.58,-,853.68,-,3.59,-2.12,-,-32.60%,-5.20%,-111.30%,0.40%
COWN,0.79,6.26,5.29,0.63,2.50,4.15,1.23%,14.40%,-2.50%,816.70%,7.20%
COWNL,,,,,,,,,,,
COWNZ,,,,,,,,,,,
CPAH,5.40,29.06,17.00,-,0.30,0.12,-,25.60%,-13.50%,107.60%,1.30%
CPHC,1.12,38.54,-,-,0.00,0.31,-,3.00%,4.80%,57.30%,19.80%
CPIX,0.93,-,-,-,0.35,-0.38,-,-6.90%,-5.10%,61.30%,0.20%
CPLP,0.35,-,4.83,-,0.92,0.00,4.93%,0.00%,6.10%,0.00%,35.60%
CPRT,11.07,44.60,36.37,2.00,0.15,2.85,-,28.40%,24.80%,-8.70%,11.75%
CPRX,2.21,4.97,8.74,-,0.00,0.67,-,62.80%,34.60%,220.20%,5.20%
CPSH,5.67,24.82,-,-,0.17,0.11,-,-,-9.30%,145.70%,11.80%
CPSI,1.93,17.34,9.70,1.72,0.46,1.55,-,7.80%,9.00%,26.00%,3.70%
CPSS,0.75,5.76,5.83,0.29,16.59,0.74,-,12.20%,0.20%,106.40%,2.20%
CPST,13.37,-,-,-,3.49,-1.88,-,-140.20%,-41.00%,35.20%,4.20%
CPTA,0.36,-,16.01,-,-,-13.33,-,-,-,95.40%,6.24%
CPTAG,,,,,,,,,,,
CPTAL,,,,,,,,,,,
CPZ,,,,,,,,,,,
CRAI,1.94,18.03,15.31,1.80,0.19,2.83,2.04%,12.10%,11.80%,-4.70%,3.30%
CRBP,3.47,-,-,-,0.61,-1.78,-,-485.50%,-,-32.50%,0.50%
CRDF,12.49,-,-,-,0.01,-1.60,-,-113.50%,-228.50%,72.90%,1.30%
CREE,6.09,-,-,-,0.42,-3.10,-,-17.10%,-6.60%,-376.30%,0.80%
CREG,0.16,3.38,-,-,0.27,1.51,-,-,-6.20%,90.20%,18.31%
CRESY,0.30,0.56,-,0.02,3.31,8.62,-,-,7.20%,158.60%,38.20%
CREX,3.15,-,-,-,2.45,-1.60,-,-200.70%,7.10%,-328.70%,1.70%
CREXW,,,,,,,,,,,
CRIS,-,-,-,-,-,-0.82,-,93.10%,82.20%,43.50%,6.90%
CRMT,2.12,12.01,10.02,1.18,0.00,9.15,-,19.80%,11.40%,53.00%,1.80%
CRNC,3.86,-,43.61,-,0.29,-0.58,-,-2.20%,2.00%,-93.00%,2.40%
CRNT,1.51,-,32.71,-,0.12,-0.18,-,-9.80%,2.80%,747.40%,21.70%
CRNX,2.48,-,-,-,0.00,-2.39,-,-43.40%,-46.00%,6.60%,4.50%
CRON,1.40,24.18,-,-,-,0.29,-,-,-,-88.60%,49.22%
CROX,18.54,28.73,20.72,2.87,0.59,2.18,-,97.90%,38.20%,78.00%,2.90%
CRSA,1.33,803.85,-,-,0.00,0.01,-,0.20%,-,-139.60%,-
CRSAU,,,,,,,,,,,
CRSAW,,,,,,,,,,,
CRSP,8.00,-,-,-,0.00,-3.25,-,-20.70%,4.90%,-154.80%,1.20%
CRSR,7.91,49.75,28.75,-,0.95,0.73,-,-,4.00%,2293.50%,4.20%
CRTD,7.43,-,-,-,0.67,-6.32,-,321.40%,-,-390.10%,8.20%
CRTDW,,,,,,,,,,,
CRTO,1.20,19.04,12.36,-,0.16,1.08,-,6.80%,10.10%,-69.90%,3.00%
CRTX,4.35,-,-,-,0.00,-2.35,-,-37.80%,-,-98.60%,45.68%
CRUS,3.63,31.73,18.38,7.21,0.00,2.59,-,12.30%,12.30%,-21.80%,0.70%
CRVL,9.40,46.96,-,-,0.00,2.26,-,21.10%,25.00%,-4.80%,43.60%
CRVS,2.47,-,-,-,0.00,-1.51,-,-79.10%,-,11.30%,5.00%
CRWD,57.09,-,596.68,-,0.00,-0.48,-,-13.20%,-20.00%,35.70%,0.70%
CRWS,1.61,9.90,10.43,1.98,0.04,0.73,4.44%,17.10%,14.50%,38.80%,5.70%
CSA,,,,,,,,,,,
CSB,-,-,-,-,-,-,4.42%,-,-,-,-
CSBR,20.36,-,66.20,-,0.00,-0.13,-,-29.90%,-35.80%,-99.70%,5.70%
CSCO,4.96,18.17,13.26,2.96,0.38,2.46,3.22%,28.40%,20.70%,-25.20%,0.10%
CSCW,1.24,-,-,-,0.00,-0.44,-,-393.30%,-,72.00%,23.76%
CSF,-,-,-,-,-,-,1.11%,-,-,-,-
CSGP,6.81,124.01,80.43,6.20,0.19,7.45,-,6.40%,8.80%,-31.20%,1.20%
CSGS,3.53,21.43,13.49,-,0.86,2.10,2.09%,17.10%,13.70%,-36.60%,1.80%
CSII,6.31,-,-,-,0.08,-0.67,-,-11.40%,-9.30%,68.50%,2.80%
CSIQ,2.04,14.74,26.36,0.74,1.84,3.48,-,14.20%,5.70%,-84.90%,31.00%
CSML,-,-,-,-,-,-,0.96%,-,-,-,-
CSOD,11.59,-,27.58,-,5.04,-0.50,-,-15.50%,2.00%,-,0.70%
CSPI,1.10,-,-,-,0.21,-0.45,-,-6.20%,-2.20%,-142.20%,0.50%
CSQ,1.36,-,-,-,-,-0.49,7.03%,-,-,-,0.18%
CSSE,8.73,-,-,-,0.82,-3.86,-,-117.60%,-41.80%,6.10%,6.16%
CSSEN,,,,,,,,,,,
CSSEP,,,,,,,,,,,
CSTE,0.89,47.56,-,3.26,0.02,0.27,1.09%,1.90%,3.70%,79.60%,46.90%
CSTL,8.04,-,-,-,0.14,-0.16,-,-2.70%,11.30%,-170.90%,6.10%
CSTR,0.97,14.11,10.73,-,0.09,1.05,1.36%,7.00%,22.00%,-2.30%,1.50%
CSWC,1.15,-,10.16,-,1.28,-0.33,9.24%,-2.30%,4.90%,483.80%,7.76%
CSWCL,,,,,,,,,,,
CSWI,5.46,34.23,23.07,2.85,0.04,3.27,0.48%,17.40%,18.50%,90.10%,1.20%
CSX,5.46,25.22,20.93,3.70,1.30,3.60,1.15%,22.90%,14.20%,-11.20%,0.10%
CTAQU,,,,,,,,,,,
CTAS,10.21,43.67,36.12,3.49,0.70,8.09,0.99%,26.20%,17.00%,20.00%,1.10%
CTBI,1.02,11.02,12.31,2.20,0.09,3.36,4.16%,9.50%,19.70%,14.20%,0.10%
CTEC,-,-,-,-,-,-,-,-,-,-,-
CTG,1.10,11.84,13.30,0.79,0.08,0.52,-,10.60%,6.60%,214.10%,5.80%
CTHR,0.84,-,12.30,-,0.02,-0.19,-,-12.60%,-14.90%,327.50%,5.40%
CTIB,-,-,-,-,-,-0.81,-,-,-9.70%,41.70%,41.38%
CTIC,5.03,-,-,-,0.12,-0.68,-,-117.40%,-123.40%,11.80%,0.25%
CTMX,6.30,-,-,-,0.00,-1.17,-,-94.20%,-216.20%,39.00%,0.20%
CTRE,2.31,26.34,27.52,4.39,0.54,0.84,4.51%,8.70%,-,312.00%,1.62%
CTRM,0.46,-,-,-,-,-0.02,-,-,-,-,0.95%
CTRN,3.20,35.36,-,2.36,0.00,1.41,-,9.60%,8.80%,818.80%,3.20%
CTSH,3.99,30.39,20.64,12.29,0.22,2.70,1.07%,13.50%,15.40%,-28.90%,0.24%
CTSO,4.13,-,-,-,0.19,-0.32,-,-34.40%,-96.70%,90.50%,1.20%
CTXR,1.57,-,0.46,-,0.01,-0.47,-,-66.70%,-,51.00%,22.20%
CTXRW,,,,,,,,,,,
CTXS,232.32,27.95,20.41,2.61,0.00,4.66,1.08%,403.70%,44.80%,-61.80%,1.00%
CUBA,1.07,-,-,-,-,-1.82,12.13%,-,-,-,22.70%
CUE,4.24,-,-,-,0.00,-1.57,-,-63.70%,-68.10%,-8.70%,3.10%
CURI,0.45,-,-,-,0.00,-0.17,-,-0.60%,-,-,1.80%
CURIW,,,,,,,,,,,
CUTR,8.17,-,277.13,-,0.15,-1.81,-,-61.20%,-25.80%,30.80%,1.70%
CVAC,15.56,-,-,-,0.04,-,-,-,-273.60%,-,58.63%
CVBF,1.33,15.01,15.76,1.50,0.01,1.30,3.69%,9.00%,17.20%,-2.70%,0.20%
CVCO,2.51,25.22,20.71,0.84,0.02,6.96,-,10.50%,10.80%,-28.20%,0.20%
CVCY,0.79,10.74,12.02,1.34,0.02,1.39,2.96%,7.80%,23.20%,-17.80%,3.00%
CVET,2.35,-,31.31,-,0.80,-0.94,-,-8.10%,-40.50%,96.30%,0.20%
CVGI,2.81,-,11.23,-,1.59,-1.39,-,-43.00%,12.60%,-43.20%,0.60%
CVGW,4.79,-,22.67,-,0.11,-0.78,1.66%,-5.00%,12.90%,19.70%,3.20%
CVLB,-,-,-,-,-,-10.85,-,833.20%,1383.60%,-,0.70%
CVLG,0.81,-,7.74,-,0.39,-1.20,-,-4.90%,2.00%,224.60%,21.20%
CVLT,6.14,-,27.60,-,0.00,-0.66,-,-7.30%,-2.60%,-465.70%,1.60%
CVLY,0.85,18.54,-,-,0.06,0.92,2.36%,4.30%,27.80%,-26.10%,2.30%
CVV,0.82,-,-,-,0.48,-0.51,-,-11.10%,-15.20%,-824.10%,0.20%
CWBC,0.89,9.32,-,-,0.00,0.97,2.20%,9.90%,37.90%,33.20%,2.00%
CWBR,3.53,-,-,-,0.19,-0.34,-,-150.60%,-,17.50%,2.70%
CWCO,1.13,19.50,21.71,2.44,0.00,0.62,2.82%,3.70%,5.70%,-20.50%,2.80%
CWST,20.25,80.87,64.33,8.70,3.65,0.77,-,28.70%,8.60%,21.40%,1.40%
CXDC,0.08,-,-,-,1.69,-2.95,-,-9.80%,3.00%,-387.00%,42.40%
CXDO,6.54,113.61,72.95,-,0.21,0.06,-,13.00%,25.10%,-64.50%,58.00%
CXSE,-,-,-,-,-,-,0.50%,-,-,-,-
CYAD,-,-,-,-,-,-,-,-,-,-,-
CYAN,1.13,31.34,-,-,0.60,0.10,-,3.70%,4.30%,-34.10%,5.80%
CYBE,2.58,38.07,28.83,1.52,0.00,0.60,-,7.30%,0.90%,582.40%,2.20%
CYBR,9.35,2308.43,115.34,-,0.74,0.07,-,0.40%,5.00%,-204.90%,1.30%
CYCC,1.56,-,-,-,0.00,-5.26,-,-44.60%,-,79.10%,2.81%
CYCCP,,,,,,,,,,,
CYCN,1.30,-,-,-,0.05,-2.97,-,-105.50%,-128.00%,41.10%,1.00%
CYRN,3.96,-,-,-,1.25,-0.30,-,-86.60%,-50.60%,-24.80%,2.80%
CYRX,14.29,-,2581.18,-,0.93,-0.57,-,-17.70%,-14.00%,16.50%,0.20%
CYTH,-,-,-,-,-,-0.07,-,-,-838.30%,29.60%,8.60%
CYTHW,,,,,,,,,,,
CYTK,9.49,-,-,-,0.00,-1.91,-,-,-83.50%,90.80%,1.00%
CZNC,1.06,15.59,15.03,-,0.06,1.27,5.44%,6.80%,19.80%,-53.70%,2.30%
CZR,3.35,-,-,-,8.25,-8.41,-,-78.20%,7.70%,-,0.10%
CZWI,0.78,9.91,10.27,-,0.37,1.10,1.93%,8.10%,19.10%,181.80%,0.90%
DADA,11.20,-,-,-,0.11,-1.58,-,193.00%,24.20%,74.80%,2.79%
DAIO,1.69,-,-,-,0.00,-0.34,-,-13.50%,-6.10%,18.00%,2.40%
DAKT,1.10,-,20.35,-,0.00,-0.06,-,-1.60%,0.20%,-52.70%,4.40%
DALI,-,-,-,-,-,-,1.52%,-,-,-,-
DARE,-,-,-,-,-,-0.90,-,-,-,-18.10%,8.30%
DAX,-,-,-,-,-,-,1.01%,-,-,-,-
DBDR,-,-,-,-,-,-,-,-,-,-,-
DBDRU,,,,,,,,,,,
DBDRW,,,,,,,,,,,
DBVT,0.66,-,-,-,-,-3.27,-,-,-,-,-
DBX,10.77,112.64,22.30,6.70,0.30,0.20,-,10.20%,-7.90%,289.90%,0.80%
DCBO,-,-,-,-,-,-,-,-,-,-,66.41%
DCOM,0.89,12.99,7.66,10.39,0.20,1.21,3.55%,7.10%,16.80%,228.00%,0.90%
DCOMP,,,,,,,,,,,
DCPH,5.66,-,-,-,0.00,-5.00,-,-45.00%,-36.70%,11.90%,0.60%
DCRB,-,-,-,-,-,-,-,-,-,-,-
DCRBU,-,-,-,-,-,-,-,-,-,-,-
DCRBW,,,,,,,,,,,
DCT,9.12,-,-,-,0.00,-0.21,-,-,-4.10%,-21.20%,3.30%
DCTH,23.58,0.07,-,0.00,0.61,252.89,-,554.40%,-,99.60%,0.40%
DDIV,-,-,-,-,-,-,3.06%,-,-,-,-
DDMXU,,,,,,,,,,,
DDOG,31.86,-,510.05,-,0.61,-0.03,-,-0.90%,-2.70%,-255.90%,1.60%
DEMZ,-,-,-,-,-,-,-,-,-,-,-
DENN,-,96.58,30.39,10.73,-,0.15,-,-6.40%,112.50%,-87.40%,0.20%
DFFN,1.77,-,-,-,0.00,-0.50,-,-63.50%,-,88.40%,0.10%
DFHT,,,,,,,,,,,
DFHTU,,,,,,,,,,,
DFHTW,,,,,,,,,,,
DFNL,-,-,-,-,-,-,1.84%,-,-,-,-
DFPH,,,,,,,,,,,
DFPHU,,,,,,,,,,,
DFPHW,,,,,,,,,,,
DGICA,0.84,7.85,10.97,0.78,0.18,1.79,4.26%,6.10%,9.90%,365.20%,43.20%
DGICB,,,,,,,,,,,
DGII,1.48,66.55,29.08,3.91,0.16,0.28,-,2.30%,2.80%,88.10%,2.60%
DGLY,4.33,-,-,-,0.11,-0.42,-,-135.20%,-301.60%,107.70%,4.30%
DGNS,-,-,-,-,-,-,-,-,-,-,-
DGRE,-,-,-,-,-,-,2.22%,-,-,-,-
DGRS,-,-,-,-,-,-,2.10%,-,-,-,-
DGRW,-,-,-,-,-,-,1.85%,-,-,-,-
DHC,0.39,-,-,-,1.39,-0.74,0.97%,-6.60%,1.50%,-263.50%,0.10%
DHCNI,,,,,,,,,,,
DHCNL,,,,,,,,,,,
DHIL,2.32,12.93,-,-,0.00,11.54,-,19.10%,15.20%,-1.40%,0.10%
DINT,-,-,-,-,-,-,2.32%,-,-,-,-
DIOD,3.05,32.03,21.34,2.14,0.35,2.20,-,10.10%,12.80%,-29.80%,2.60%
DISCA,1.51,14.53,9.66,8.85,1.52,2.07,-,10.90%,11.30%,26.50%,0.50%
DISCB,,,,,,,,,,,
DISCK,1.77,14.51,8.37,-,-,1.81,-,-,-,14.50%,4.83%
DISH,1.34,13.11,12.24,-,1.11,2.47,-,11.80%,5.60%,31.60%,1.80%
DJCO,3.94,138.03,-,-,0.22,2.93,-,3.20%,-0.80%,354.60%,0.60%
DKNG,8.31,-,-,-,0.00,-1.79,-,-46.60%,-,-,8.40%
DLHC,2.16,17.20,12.10,1.26,1.26,0.54,-,14.10%,8.80%,-14.70%,12.00%
DLPN,1.11,-,-,-,0.44,-0.38,-,-8.90%,-14.20%,79.70%,25.74%
DLTH,2.00,21.46,14.02,0.86,0.97,0.49,-,9.50%,8.00%,412.10%,0.70%
DLTR,3.67,26.71,17.42,2.56,0.51,4.05,-,14.50%,9.90%,28.80%,0.10%
DMAC,5.70,-,-,-,0.00,-0.76,-,-68.20%,-,6.20%,1.00%
DMLP,4.25,13.99,-,-,0.00,0.78,12.74%,27.10%,47.50%,-56.20%,0.20%
DMRC,8.36,-,-,-,0.07,-2.76,-,-67.30%,-68.30%,-4.80%,2.80%
DMTK,11.75,-,-,-,0.00,-2.04,-,-65.00%,-133.40%,38.20%,8.70%
DMXF,,,,,,,,,,,
DNLI,10.20,-,-,-,0.00,-2.21,-,-39.20%,-53.90%,-12.30%,0.10%
DOCU,97.07,-,199.19,-,1.14,-1.19,-,-43.70%,-19.60%,-20.10%,1.30%
DOGZ,1.08,-,9.17,-,0.10,-0.33,-,-14.60%,-15.80%,-569.20%,-
DOMO,-,-,-,-,-,-3.31,-,143.50%,-223.50%,28.50%,1.40%
DOOO,-,35.47,-,-,-,1.86,0.52%,-,-,46.60%,2.40%
DORM,3.37,31.81,23.12,2.12,0.00,2.73,-,11.00%,10.80%,61.90%,3.70%
DOX,2.57,19.10,13.91,2.94,0.21,3.71,2.03%,13.80%,11.70%,13.10%,4.80%
DOYU,3.13,31.87,16.81,0.88,0.00,0.35,-,11.60%,-1.80%,144.10%,1.75%
DRAD,0.89,-,4.79,-,1.21,-3.14,-,-42.00%,-7.90%,35.70%,6.10%
DRADP,,,,,,,,,,,
DRIO,2.99,-,-,-,0.00,-10.11,-,-150.90%,-93.70%,7.70%,13.90%
DRIOW,,,,,,,,,,,
DRIV,-,-,-,-,-,-,0.54%,-,-,-,-
DRNA,10.69,-,-,-,0.00,-1.61,-,-71.70%,-84.20%,34.90%,0.10%
DRRX,12.18,-,-,-,0.00,-0.05,-,-34.00%,-44.30%,-346.20%,1.59%
DRTT,-,-,-,-,-,-,-,-,-,-,13.05%
DSAC,-,-,-,-,-,-,-,-,-,-,-
DSACU,-,-,-,-,-,-,-,-,-,-,-
DSACW,,,,,,,,,,,
DSGX,5.67,107.70,81.22,5.18,0.00,0.54,-,5.50%,5.00%,36.80%,0.10%
DSKE,5.23,-,26.05,-,9.49,-0.43,-,-38.10%,-40.60%,104.00%,34.53%
DSKEW,,,,,,,,,,,
DSPG,2.53,-,63.81,-,0.00,-0.24,-,-3.60%,-1.90%,-496.90%,1.20%
DSWL,0.58,-,-,-,0.00,-0.07,6.16%,-1.30%,1.30%,-44.40%,16.30%
DTEA,-,-,-,-,-,-1.03,-,569.60%,-22.20%,230.10%,45.87%
DTIL,6.84,-,-,-,0.00,-2.95,-,-105.70%,-,-21.30%,11.85%
DTSS,13.33,-,-,-,0.00,-0.10,-,-,-49.00%,-45.20%,71.62%
DUNEU,-,-,-,-,-,-,-,-,-,-,-
DUO,2.57,-,538.57,-,0.29,-2.99,-,-95.70%,-26.80%,-75.90%,2.73%
DUOT,28.27,-,-,-,3.40,-1.69,-,-383.50%,-,-21.90%,0.70%
DUSA,-,-,-,-,-,-,1.12%,-,-,-,-
DVAX,7.06,-,-,-,2.59,-1.08,-,-261.40%,-72.10%,108.00%,0.10%
DVLU,-,-,-,-,-,-,1.50%,-,-,-,-
DVOL,-,-,-,-,-,-,1.38%,-,-,-,-
DVY,-,-,-,-,-,-,4.27%,-,-,-,-
DWAS,-,-,-,-,-,-,0.29%,-,-,-,-
